fid,hechos_id,latitud,mes_largo,sievi_clas,hipotesis_,medio_cono,smuertos,depto_hech,lugaro,tvictimas,longitud,fecha_hech,municipio_,slesionado,cid
6919,24503818,6.462286,Marzo,CHOQUE,"FALTA DE PRECAUCIÓN POR NIEBLA, LLUVIA O HUMO",POR FISCALIA / CRUCE SPOA-SIEDCO,1,ANTIOQUIA,Via Nacional,1,-75.759056,2019-03-29,SAN JERÓNIMO,0,6919
6920,24503822,4.80523378,Marzo,ATROPELLO,OTRA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,1,-75.69791236,2019-03-30,PEREIRA (CT),1,6920
6921,24503831,4.34043688,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,CUNDINAMARCA,Via urbana,1,-74.36323251,2019-03-31,FUSAGASUGÁ,0,6921
6922,24503927,5.393992,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,CALDAS,Via Nacional,1,-75.712689,2019-03-30,RIOSUCIO,0,6922
6923,24503935,4.81769748,Marzo,CHOQUE,"EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
",POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,1,-75.69811246,2019-03-31,PEREIRA (CT),1,6923
6924,24503990,4.397869,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,VALLE,Via urbana,1,-76.0748925,2019-03-31,ZARZAL,0,6924
6925,24504013,4.79231566,Marzo,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Vias Rurales,1,-74.11629854,2019-03-30,COTA,1,6925
6926,24504056,6.168369,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.61518762,2019-03-28,ITAGUI,1,6926
6927,24504078,4.73869155,Marzo,ATROPELLO,OTRA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via Nacional,1,-75.65579287,2019-03-24,PEREIRA (CT),1,6927
6928,24504505,7.11970518,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,1,-73.11865887,2019-03-20,BUCARAMANGA (CT),1,6928
6929,24505441,6.18522932,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.59450611,2019-03-28,ITAGUI,1,6929
6930,24505560,6.15096,Marzo,ATROPELLO,EMBRIAGUEZ APARENTE,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,3,-75.393338,2019-03-31,RIONEGRO,3,6930
6931,24505564,6.27299985,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.58479591,2019-03-20,MEDELLÍN (CT),1,6931
6932,24505723,4.58612,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CUNDINAMARCA,Via urbana,1,-74.16665,2019-03-19,BOGOTÁ D.C. (CT),1,6932
6933,24505765,6.20967901,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.57262224,2019-03-28,MEDELLÍN (CT),1,6933
6934,24506051,6.26058618,Febrero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.57320909,2019-02-15,MEDELLÍN (CT),1,6934
6935,24506355,6.29512786,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.5737906,2019-03-28,MEDELLÍN (CT),1,6935
6936,24506807,9.31306676,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SUCRE,Via urbana,1,-75.38022633,2019-03-28,SINCELEJO (CT),1,6936
6937,24506840,1.512813,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CAQUETÁ,Via Nacional,1,-75.466822,2019-03-01,LA MONTAÑITA,1,6937
6938,24507046,4.69881308,Marzo,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional - Paso Urbano,1,-74.18944531,2019-03-30,MOSQUERA,1,6938
6939,24507048,4.91265014,Marzo,CHOQUE,OTRA.,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Vias Rurales,2,-73.93932396,2019-03-31,SOPÓ,2,6939
6940,24507099,4.74129598,Marzo,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,1,-74.26865599,2019-03-29,MADRID,1,6940
6941,24507123,4.95169838,Marzo,CAIDA OCUPANTE,PASAJERO EMBRIAGADO,POLICIA DE TRANSITO RURAL,0,TOLIMA,Vias Rurales,1,-74.94162711,2019-03-30,LÉRIDA,1,6941
6942,24507181,6.41457926,Abril,CHOQUE,TRANSITAR EN CONTRAVIA,POR INFORMACION POLICIVA,0,ANTIOQUIA,Via Nacional,1,-75.371548,2019-04-01,BARBOSA,1,6942
6943,24507184,4.68966324,Marzo,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,TOLIMA,Via Nacional,1,-74.93622808,2019-03-31,VENADILLO,1,6943
6944,24507186,5.0649062,Marzo,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,CALDAS,Via urbana,1,-75.50998539,2019-03-31,MANIZALES (CT),1,6944
6945,24507228,8.31122498,Abril,CHOQUE,EMBRIAGUEZ APARENTE,POLICIA DE TRANSITO URBANO,1,CESAR,Via urbana,2,-73.62038447,2019-04-01,AGUACHICA,1,6945
6946,24507280,3.79798573,Marzo,-,-,POR INFORMACION POLICIVA,0,TOLIMA,Via urbana,2,-75.19469166,2019-03-31,COYAIMA,2,6946
6947,24507380,6.67776121,Abril,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO RURAL,1,ANTIOQUIA,Vias Rurales,1,-75.90605519,2019-04-01,BURITICÁ,0,6947
6948,24507491,8.75831742,Marzo,CHOQUE,NO RESPETAR PRELACIÓN.,POLICIA DE TRANSITO URBANO,0,CÓRDOBA,Via Nacional - Paso Urbano,3,-75.89619701,2019-03-29,MONTERÍA (CT),3,6948
6949,24507530,4.4906156,Marzo,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO RURAL,0,QUINDÍO,Via Nacional,2,-75.74086065,2019-03-31,ARMENIA (CT),2,6949
6950,24507665,5.15455193,Marzo,-,-,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,2,-75.03538194,2019-03-26,FRESNO,2,6950
6951,24507719,4.86129808,Febrero,CHOQUE,OTRA.,POR DENUNCIA,0,RISARALDA,Via Nacional,1,-75.64238064,2019-02-20,DOSQUEBRADAS,1,6951
6952,24507750,8.75720933,Marzo,CHOQUE,OTRA.,POLICIA DE TRANSITO URBANO,0,CÓRDOBA,Via Nacional - Paso Urbano,1,-75.89666908,2019-03-29,MONTERÍA (CT),1,6952
6953,24507838,4.57845862,Abril,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via Nacional - Paso Urbano,1,-74.21928188,2019-04-01,SOACHA,1,6953
6954,24507875,5.08870085,Marzo,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,0,CALDAS,Via urbana,1,-75.48800374,2019-03-31,MANIZALES (CT),1,6954
6955,24507910,6.30312685,Abril,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO URBANO,0,ANTIOQUIA,Via urbana,1,-75.85317875,2019-04-01,ANZA,1,6955
6956,24507932,7.27875047,Abril,CHOQUE,OTRA,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Vias Rurales,1,-76.44893358,2019-04-01,MUTATÁ,1,6956
6957,24507960,10.41395994,Marzo,-,-,POR DENUNCIA,0,BOLÍVAR,Via urbana,1,-75.52441178,2019-03-23,CARTAGENA (CT),1,6957
6958,24507992,4.44306274,Febrero,CAIDA OCUPANTE,ARRANCAR SIN PRECAUCIÓN,POR FISCALIA / CRUCE SPOA-SIEDCO,0,TOLIMA,Via urbana,1,-75.23986268,2019-02-25,IBAGUÉ (CT),1,6958
6959,24508006,4.5910849,Abril,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via Nacional - Paso Urbano,1,-74.19531098,2019-04-01,SOACHA,1,6959
6960,24508009,5.0545935,Marzo,CHOQUE,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO RURAL,0,TOLIMA,Via Nacional,1,-74.8813693,2019-03-30,ARMERO,1,6960
6961,24508104,4.08430577,Marzo,CHOQUE,"FALTA DE PRECAUCIÓN POR NIEBLA, LLUVIA O HUMO",POLICIA DE TRANSITO RURAL,0,VALLE,Via Nacional,1,-76.32761439,2019-03-31,RIOFRÍO,1,6961
6962,24508166,10.60264195,Marzo,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,ATLÁNTICO,Via Nacional,1,-75.12454559,2019-03-29,LURUACO,1,6962
6963,24508197,11.00478811,Abril,CHOQUE,NO RESPETAR PRELACIÓN.,POLICIA DE TRANSITO RURAL,0,MAGDALENA,Via Nacional - Paso Urbano,3,-74.2325398,2019-04-01,CIÉNAGA,3,6963
6964,24508200,4.58916797,Abril,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via Nacional - Paso Urbano,3,-74.19908084,2019-04-01,SOACHA,3,6964
6965,24508210,3.76978774,Abril,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,TOLIMA,Via Nacional,2,-75.07276838,2019-04-01,COYAIMA,2,6965
6966,24508290,2.95457175,Marzo,-,-,POR DENUNCIA,0,HUILA,Via urbana,1,-75.28672695,2019-03-31,NEIVA (CT),1,6966
6967,24508322,4.4320784,Marzo,ATROPELLO,OTRA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,TOLIMA,Via urbana,1,-75.21440526,2019-03-13,IBAGUÉ (CT),1,6967
6968,24508328,4.66384586,Marzo,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,2,-74.07657023,2019-03-31,BOGOTÁ D.C. (CT),2,6968
6969,24508385,4.18793983,Abril,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,TOLIMA,Via Nacional,2,-74.86367443,2019-04-01,ESPINAL,2,6969
6970,24508430,8.83005261,Marzo,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,1,ANTIOQUIA,Vias Rurales,5,-76.4528248,2019-03-31,ARBOLETES,4,6970
6971,24508449,3.62766031,Agosto,CHOQUE,"FALTA DE PRECAUCIÓN POR NIEBLA, LLUVIA O HUMO",POLICIA DE TRANSITO RURAL,0,VALLE,Via Nacional,1,-76.45764057,2019-08-01,YUMBO,1,6971
6972,24508473,6.22980237,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.56875598,2019-03-27,MEDELLÍN (CT),1,6972
6973,24508485,4.56805924,Enero,-,-,POR DENUNCIA,0,CUNDINAMARCA,Via urbana,2,-74.16149201,2019-01-28,BOGOTÁ D.C. (CT),2,6973
6974,24508508,6.29833267,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.54991316,2019-03-16,MEDELLÍN (CT),1,6974
6975,24508547,6.28690074,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.56663016,2019-01-26,MEDELLÍN (CT),1,6975
6976,24508584,4.43299832,Marzo,ATROPELLO,OTRA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,TOLIMA,Via urbana,1,-75.18861314,2019-03-12,IBAGUÉ (CT),1,6976
6977,24508593,6.26433859,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.56628894,2019-03-28,MEDELLÍN (CT),1,6977
6978,24508607,6.28089357,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.60336798,2019-03-27,MEDELLÍN (CT),1,6978
6979,24508613,7.1262099,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,1,-73.12836311,2019-03-26,BUCARAMANGA (CT),1,6979
6980,24508631,4.54738834,Marzo,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Vias Rurales,1,-74.27714209,2019-03-31,SOACHA,1,6980
6981,24508659,6.76779366,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,1,-72.69581997,2019-03-22,CONCEPCIÓN,1,6981
6982,24508697,7.38807041,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Vias Rurales,1,-73.51683639,2019-03-20,SABANA DE TORRES,1,6982
6983,24508719,4.44177494,Marzo,ATROPELLO,OTRA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,TOLIMA,Via urbana,1,-75.22889455,2019-03-08,IBAGUÉ (CT),1,6983
6984,24508721,6.23674088,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.56187418,2019-01-24,MEDELLÍN (CT),1,6984
6985,24508811,3.81230239,Abril,VOLCAMIENTO,SUPERFICIE HÚMEDA,POLICIA DE TRANSITO RURAL,0,VALLE,Via Nacional,1,-76.61934249,2019-04-01,DAGUA,1,6985
6986,24508878,3.43975068,Abril,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POR INFORMACION POLICIVA,0,VALLE,Via urbana,1,-76.50230521,2019-04-01,CALI (CT),1,6986
6987,24508882,1.18328838,Abril,CHOQUE,EMBRIAGUEZ APARENTE,POLICIA DE TRANSITO RURAL,0,PUTUMAYO,Via Nacional,3,-76.64859166,2019-04-01,MOCOA (CT),3,6987
6988,24508899,9.37204705,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CÓRDOBA,Via urbana,1,-75.76272536,2019-03-22,SAN ANTERO,1,6988
6989,24508954,8.94636975,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CÓRDOBA,Via urbana,1,-75.44411295,2019-03-26,SAHAGÚN,1,6989
6990,24509002,6.23985801,Febrero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,2,-75.55085797,2019-02-04,MEDELLÍN (CT),2,6990
6991,24509042,6.34274899,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Vias Rurales,1,-75.69157102,2019-03-17,MEDELLÍN (CT),1,6991
6992,24509071,6.2425598,Febrero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,6,-75.55794772,2019-02-08,MEDELLÍN (CT),6,6992
6993,24509183,7.23827986,Abril,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,1,SANTANDER,Via Nacional,1,-73.56284164,2019-04-02,SABANA DE TORRES,0,6993
6994,24509249,4.26648144,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,1,-75.93167277,2019-03-01,SEVILLA,1,6994
6995,24509281,1.60549973,Marzo,CHOQUE,"EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
",POLICIA DE TRANSITO URBANO,0,CAQUETÁ,Via urbana,1,-75.60359063,2019-03-24,FLORENCIA (CT),1,6995
6996,24509314,9.23635086,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CÓRDOBA,Via urbana,1,-75.81525907,2019-03-17,LORICA,1,6996
6997,24509317,6.0511773,Marzo,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Via Nacional,1,-75.62896511,2019-03-30,CALDAS,1,6997
6998,24509339,2.8935576,Marzo,CHOQUE,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO RURAL,0,CAUCA,Via Nacional - Paso Urbano,1,-76.54986898,2019-03-31,SANTANDER DE QUILICHAO,1,6998
6999,24509370,4.64147733,Marzo,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,1,-74.065961,2019-03-31,BOGOTÁ D.C. (CT),1,6999
7000,24509435,5.52574873,Marzo,ATROPELLO,OTRA.,POLICIA DE TRANSITO RURAL,0,BOYACÁ,Via Nacional,1,-73.34723065,2019-03-31,TUNJA (CT),1,7000
7001,24509449,4.08071431,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,1,-76.1937961,2019-03-05,TULUÁ,1,7001
7002,24509467,6.05050387,Abril,CHOQUE,SUPERFICIE HÚMEDA,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Via Nacional,1,-75.6294615,2019-04-01,CALDAS,1,7002
7003,24509497,5.05926942,Abril,CAIDA OCUPANTE,SUPERFICIE HÚMEDA,POLICIA DE TRANSITO URBANO,0,CALDAS,Via urbana,1,-75.50455029,2019-04-02,MANIZALES (CT),1,7003
7004,24509546,8.94469521,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CÓRDOBA,Via urbana,1,-75.443834,2019-03-19,SAHAGÚN,1,7004
7005,24509549,1.62177964,Marzo,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO URBANO,0,CAQUETÁ,Vias Rurales,2,-75.62144341,2019-03-24,FLORENCIA (CT),2,7005
7006,24509569,10.96748663,Marzo,CHOQUE,EMBRIAGUEZ APARENTE,POLICIA DE TRANSITO RURAL,1,ATLÁNTICO,Via Nacional,2,-74.97989204,2019-03-31,TUBARÁ,1,7006
7007,24509626,4.75387345,Abril,CAIDA OCUPANTE,SUPERFICIE HÚMEDA,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,1,-74.065572,2019-04-01,BOGOTÁ D.C. (CT),1,7007
7008,24509724,1.60623973,Marzo,CHOQUE,OTRA.,POLICIA DE TRANSITO URBANO,0,CAQUETÁ,Via urbana,1,-75.6016809,2019-03-27,FLORENCIA (CT),1,7008
7009,24509837,4.0802743,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,1,-76.20021709,2019-03-11,TULUÁ,1,7009
7010,24509943,5.18748624,Marzo,ATROPELLO,OTRA.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,1,-73.88004795,2019-03-31,TAUSA,1,7010
7011,24510035,10.97640266,Marzo,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,0,ATLÁNTICO,Via urbana,1,-74.77736121,2019-03-28,BARRANQUILLA (CT),1,7011
7012,24510053,6.0625007,Febrero,-,-,POR DENUNCIA,0,SANTANDER,Via urbana,1,-73.63734,2019-02-17,CHIPATÁ,1,7012
7013,24510061,7.07634153,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Vias Rurales,2,-73.08316252,2019-03-31,FLORIDABLANCA,2,7013
7014,24510088,4.52830182,Marzo,VOLCAMIENTO,ESTACIONAR SIN SEGURIDAD,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,2,-74.32094281,2019-03-31,GRANADA,2,7014
7015,24510099,6.23765715,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.60310909,2019-03-29,MEDELLÍN (CT),1,7015
7016,24510165,7.08507208,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via Nacional - Paso Urbano,2,-73.16406867,2019-03-27,GIRÓN,2,7016
7017,24510198,6.2433123,Marzo,-,-,POR INFORMACION FUERZAS MIL,0,ANTIOQUIA,Via urbana,1,-75.56670154,2019-03-27,MEDELLÍN (CT),1,7017
7018,24510209,4.80288642,Febrero,-,-,POR INFORMACION POLICIVA,0,RISARALDA,Via urbana,1,-75.70030114,2019-02-17,PEREIRA (CT),1,7018
7019,24510212,6.27169138,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.57892059,2019-03-27,MEDELLÍN (CT),1,7019
7020,24510228,6.24949738,Abril,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.56799617,2019-04-01,MEDELLÍN (CT),1,7020
7021,24510252,6.30928736,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.56133046,2019-03-20,MEDELLÍN (CT),1,7021
7022,24510254,5.90612188,Marzo,CAIDA OCUPANTE,OTRA.,POLICIA DE TRANSITO URBANO,1,BOYACÁ,Vias Rurales,1,-72.77252568,2019-03-30,TASCO,0,7022
7023,24510270,6.284557,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.55670313,2019-03-31,MEDELLÍN (CT),1,7023
7024,24510274,4.9153843,Marzo,CHOQUE,"FALTA DE PRECAUCIÓN POR NIEBLA, LLUVIA O HUMO",POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,2,-74.0165498,2019-03-29,CAJICÁ,2,7024
7025,24510359,1.39485098,Marzo,ATROPELLO,EMBRIAGUEZ APARENTE,POR DENUNCIA,0,NARIÑO,Vias Rurales,1,-77.15133412,2019-03-17,BUESACO,1,7025
7026,24510394,4.24393286,Marzo,OTRO,SUPERFICIE LISA,POR INFORMACION POLICIVA,0,CUNDINAMARCA,Via Nacional,1,-74.7228117,2019-03-09,NILO,1,7026
7027,24510613,5.4863277,Marzo,CHOQUE,NO RESPETAR PRELACIÓN.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,2,-74.64068911,2019-03-28,PUERTO SALGAR,2,7027
7028,24510885,6.25066066,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.60204513,2019-03-30,MEDELLÍN (CT),1,7028
7029,24510942,7.671785,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,ANTIOQUIA,Via urbana,1,-76.685423,2019-03-27,CHIGORODÓ,0,7029
7030,24511009,10.5033227,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,MAGDALENA,Vias Rurales,1,-74.48780275,2019-03-30,PIVIJAY,0,7030
7031,24511025,4.81187123,Marzo,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,2,-75.73343019,2019-03-30,PEREIRA (CT),2,7031
7032,24511039,4.80556598,Marzo,ATROPELLO,ARRANCAR SIN PRECAUCIÓN,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,1,-75.73992275,2019-03-30,PEREIRA (CT),1,7032
7033,24511045,4.81523337,Marzo,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,3,-75.69160398,2019-03-30,PEREIRA (CT),3,7033
7034,24511048,5.99381703,Marzo,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO URBANO,0,ANTIOQUIA,Vias Rurales,2,-75.88224566,2019-03-30,CONCORDIA,2,7034
7035,24511092,4.80507153,Marzo,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,2,-75.69754383,2019-03-31,PEREIRA (CT),2,7035
7036,24511103,4.525034,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CUNDINAMARCA,Vias Rurales,1,-74.559349,2019-03-30,APULO,1,7036
7037,24511139,7.058026,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,1,-73.855732,2019-03-27,BARRANCABERMEJA,1,7037
7038,24511140,2.47316,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,HUILA,Vias Rurales,2,-75.741544,2019-03-28,TESALIA,2,7038
7039,24511188,3.088762,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,CAUCA,Vias Rurales,1,-76.642299,2019-03-31,BUENOS AIRES,0,7039
7040,24511192,7.058547,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,1,-73.839906,2019-03-29,BARRANCABERMEJA,1,7040
7041,24511238,4.9987029,Marzo,CHOQUE,"EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
",POR INFORMACION FUERZAS MIL,0,CUNDINAMARCA,Via Nacional,1,-73.87086632,2019-03-22,GACHANCIPÁ,1,7041
7042,24511273,4.81704448,Abril,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via Nacional,4,-75.84041507,2019-04-01,PEREIRA (CT),4,7042
7043,24511363,4.80420864,Abril,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,1,-75.73952821,2019-04-01,PEREIRA (CT),1,7043
7044,24511371,4.80098676,Marzo,VOLCAMIENTO,OTRA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,3,-75.73660633,2019-03-31,PEREIRA (CT),3,7044
7045,24511390,7.648056,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,ANTIOQUIA,Vias Rurales,1,-76.685056,2019-03-22,CHIGORODÓ,0,7045
7046,24511498,5.456055,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CALDAS,Via urbana,4,-74.670331,2019-03-18,LA DORADA,4,7046
7047,24511537,10.977075,Abril,CHOQUE,PASAR EL SEMÁFORO EN ROJO,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ATLÁNTICO,Via urbana,2,-74.829123,2019-04-01,BARRANQUILLA (CT),2,7047
7048,24511765,6.16346749,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.62220703,2019-03-30,ITAGUI,1,7048
7049,24511924,4.43950191,Abril,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,TOLIMA,Via urbana,2,-75.2178814,2019-04-01,IBAGUÉ (CT),2,7049
7050,24512065,5.67307759,Febrero,ATROPELLO,CRUZAR SIN OBSERVAR,POR FISCALIA / CRUCE SPOA-SIEDCO,0,BOYACÁ,Via Nacional,1,-74.18719646,2019-02-27,OTANCHE,1,7050
7051,24512188,4.81287162,Abril,CHOQUE,OTRA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,1,-75.68590539,2019-04-01,PEREIRA (CT),1,7051
7052,24512227,2.552462,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,3,CAUCA,Via Nacional,3,-76.046005,2019-03-12,INZÁ,0,7052
7053,24512953,6.08732283,Marzo,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,ANTIOQUIA,Via urbana,1,-75.63428573,2019-03-22,CALDAS,1,7053
