fid,hechos_id,latitud,mes_largo,sievi_clas,hipotesis_,medio_cono,smuertos,depto_hech,lugaro,tvictimas,longitud,fecha_hech,municipio_,slesionado,cid
135,23962055,7.37866472,Enero,CHOQUE,ADELANTAR EN CURVA O PENDIENTES.,POLICIA DE TRANSITO RURAL,0,NORTE DE SANTANDER,Via Nacional,1,-72.63215526,2019-01-03,PAMPLONA,1,135
136,23962078,4.552924,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CUNDINAMARCA,Via urbana,2,-74.090387,2019-01-01,BOGOTÁ D.C. (CT),2,136
137,23962096,5.154427,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,TOLIMA,Via urbana,1,-75.038443,2019-01-02,FRESNO,1,137
138,23962105,7.01554788,Enero,CAIDA OCUPANTE,OTRA.,POLICIA DE TRANSITO RURAL,0,ARAUCA,Via Nacional,1,-70.74336922,2019-01-01,ARAUCA (CT),1,138
139,23962109,4.53964433,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,QUINDÍO,Via urbana,1,-75.66945579,2019-01-02,ARMENIA (CT),1,139
140,23962602,3.41310542,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,1,-76.50172513,2019-01-01,CALI (CT),1,140
141,23963190,4.11539543,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,VALLE,Vias Rurales,2,-75.97256729,2019-01-01,TULUÁ,1,141
142,23963330,4.896872,Enero,CHOQUE,IMPERICIA EN EL MANEJO,POR FISCALIA / CRUCE SPOA-SIEDCO,1,RISARALDA,Vias Rurales,1,-75.958493,2019-01-03,BALBOA,0,142
143,23963357,4.81517641,Enero,CAIDA OCUPANTE,OTRA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,1,-75.69922803,2019-01-01,PEREIRA (CT),1,143
144,23963376,4.39491055,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,1,-76.06998796,2019-01-01,ZARZAL,1,144
145,23963464,4.57592913,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,VALLE,Via urbana,2,-76.19751933,2019-01-02,VERSALLES,2,145
146,23963555,7.9328682,Enero,CHOQUE,ARRANCAR SIN PRECAUCIÓN,POLICIA DE TRANSITO URBANO,0,NORTE DE SANTANDER,Via urbana,1,-72.50440041,2019-01-04,CÚCUTA (CT),1,146
147,23963580,10.86500243,Enero,-,-,POLICIA DE TRANSITO URBANO,1,ATLÁNTICO,Via Nacional - Paso Urbano,1,-74.77249881,2019-01-02,MALAMBO,0,147
148,23963625,6.04969895,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,2,BOYACÁ,Via Nacional,2,-73.49070616,2019-01-04,SANTANA,0,148
149,23963662,11.24834619,Enero,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO RURAL,1,MAGDALENA,Via Nacional,1,-74.11663487,2019-01-04,SANTA MARTA (CT),0,149
150,23963699,8.10308627,Enero,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO RURAL,0,NORTE DE SANTANDER,Via Nacional,2,-72.96429394,2019-01-04,BUCARASICA,2,150
151,23963724,6.47915403,Enero,CHOQUE,DEJAR O MOVILIZAR SEMOVIENTES EN LA VÍA,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Vias Rurales,1,-74.70043727,2019-01-04,MACEO,1,151
152,23963772,4.45201423,Enero,ATROPELLO,IMPERICIA EN EL MANEJO,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,1,-75.15000638,2019-01-04,IBAGUÉ (CT),1,152
153,23963833,8.7540494,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,CÓRDOBA,Via urbana,1,-75.88638012,2019-01-01,MONTERÍA (CT),1,153
154,23963860,1.38747825,Enero,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO RURAL,1,NARIÑO,Via Nacional,1,-77.28584326,2019-01-04,CHACHAGÜÍ,0,154
155,23963864,6.26320279,Enero,CHOQUE,SEMÁFORO EN ROJO,POR INFORMACION POLICIVA,0,ANTIOQUIA,Via urbana,2,-75.56351238,2019-01-04,MEDELLÍN (CT),2,155
156,23963900,8.76004583,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,CÓRDOBA,Via urbana,3,-75.87893431,2019-01-03,MONTERÍA (CT),3,156
157,23963919,6.53914559,Enero,ATROPELLO,IMPERICIA EN EL MANEJO,POLICIA DE TRANSITO URBANO,0,ANTIOQUIA,Via Nacional - Paso Urbano,2,-75.0897065,2019-01-04,CISNEROS,2,157
158,23963944,7.2378541,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,NORTE DE SANTANDER,Via Nacional,1,-72.80072673,2019-01-02,SILOS,1,158
159,23963971,6.19607296,Enero,VOLCAMIENTO,CRUZAR SIN OBSERVAR,POR INFORMACION POLICIVA,0,ANTIOQUIA,Via urbana,2,-75.56603233,2019-01-04,MEDELLÍN (CT),2,159
160,23964051,4.45153554,Enero,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,1,-75.14214655,2019-01-03,IBAGUÉ (CT),1,160
161,23964064,5.0698491,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,2,CUNDINAMARCA,Via Nacional,5,-73.53581211,2019-01-04,TIBIRITA,3,161
162,23964103,1.60053493,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POR INFORMACION POLICIVA,0,NARIÑO,Via urbana,2,-77.13170644,2019-01-04,LA UNIÓN,2,162
163,23964165,4.44347035,Enero,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,3,-75.23615261,2019-01-03,IBAGUÉ (CT),3,163
164,23964324,4.86245057,Enero,CAIDA OCUPANTE,OTRA.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Vias Rurales,2,-74.62655985,2019-01-03,SAN JUAN DE RÍO SECO,2,164
165,23964367,4.72897392,Enero,CHOQUE,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Vias Rurales,1,-74.18927978,2019-01-04,FUNZA,1,165
166,23964428,4.56942442,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,2,-74.07452232,2019-01-02,BOGOTÁ D.C. (CT),2,166
167,23964436,4.90204154,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,3,-74.02601896,2019-01-05,CAJICÁ,3,167
168,23964460,4.22407133,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,1,-74.69659622,2019-01-03,NILO,1,168
169,23964485,4.91957452,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional - Paso Urbano,2,-74.015434,2019-01-04,CAJICÁ,2,169
170,23964543,5.02654036,Enero,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO RURAL,1,CUNDINAMARCA,Via Nacional,1,-74.55007336,2019-01-04,GUADUAS,0,170
171,23964593,2.18359712,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,1,HUILA,Via Nacional,2,-75.65766159,2019-01-04,GARZÓN,1,171
172,23964598,9.80037092,Enero,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO RURAL,1,MAGDALENA,Via Nacional,1,-74.38445985,2019-01-04,NUEVA GRANADA,0,172
173,23964627,10.46359836,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CESAR,Via urbana,1,-73.25857152,2019-01-01,VALLEDUPAR (CT),1,173
174,23964771,4.82696015,Enero,OTRO,"EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
",POR INFORMACION POLICIVA,0,RISARALDA,Via urbana,1,-75.67433648,2019-01-05,DOSQUEBRADAS,1,174
175,23964873,4.56921463,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,3,-74.12091836,2019-01-02,BOGOTÁ D.C. (CT),3,175
176,23964947,2.36190715,Enero,CHOQUE,EXCESO DE VELOCIDAD,POLICIA DE TRANSITO RURAL,1,HUILA,Via Nacional,1,-75.55489229,2019-01-04,GIGANTE,0,176
177,23965161,4.44620867,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,1,-75.19054433,2019-01-02,IBAGUÉ (CT),1,177
178,23965176,4.43811134,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,2,-75.23717185,2019-01-02,IBAGUÉ (CT),2,178
179,23965339,10.01214922,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,BOLÍVAR,Vias Rurales,3,-75.07927507,2019-01-05,SAN JUAN NEPOMUCENO,3,179
180,23965352,5.02584852,Enero,CHOQUE,NO RESPETAR PRELACIÓN.,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via Nacional - Paso Urbano,1,-73.98237506,2019-01-05,ZIPAQUIRÁ,1,180
181,23965936,5.1924037,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CHOCÓ,Vias Rurales,2,-76.95106854,2019-01-03,MEDIO BAUDÓ,2,181
182,23966024,4.81252771,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,1,-75.75899033,2019-01-02,PEREIRA (CT),1,182
183,23966062,4.705479,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,CUNDINAMARCA,Via urbana,1,-74.221765,2019-01-02,MOSQUERA,1,183
184,23966149,4.64125328,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Vias Rurales,2,-74.30490873,2019-01-05,BOJACÁ,2,184
185,23966171,5.45933294,Enero,VOLCAMIENTO,IMPERICIA EN EL MANEJO,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,1,-74.65773455,2019-01-05,PUERTO SALGAR,1,185
186,23966172,4.98374231,Enero,CHOQUE,GIRAR BRUSCAMENTE,POR INFORMACION POLICIVA,1,CALDAS,Via Nacional,4,-75.85789662,2019-01-05,BELALCÁZAR,3,186
187,23966188,4.44608887,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Vias Rurales,1,-74.06615994,2019-01-05,UBAQUE,1,187
188,23966317,5.44620638,Enero,CHOQUE,HUECOS,POR INFORMACION POLICIVA,0,BOYACÁ,Via Nacional,1,-73.34686587,2019-01-05,BOYACÁ,1,188
189,23966319,5.12930805,Enero,CHOQUE,NO RESPETAR PRELACIÓN.,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Vias Rurales,1,-73.90617153,2019-01-04,NEMOCÓN,1,189
190,23966327,4.43755512,Enero,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,3,-75.23502608,2019-01-05,IBAGUÉ (CT),3,190
191,23966422,7.76965455,Enero,OTRO,IMPERICIA EN EL MANEJO,POLICIA DE TRANSITO RURAL,1,ANTIOQUIA,Via Nacional,2,-76.6581155,2019-01-03,CAREPA,1,191
192,23966444,7.14790898,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,SANTANDER,Via urbana,3,-73.13047163,2019-01-05,BUCARAMANGA (CT),2,192
193,23966456,4.66508067,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,1,-74.07396814,2019-01-03,BOGOTÁ D.C. (CT),1,193
194,23966510,7.39173047,Enero,-,-,POR INFORMACION POLICIVA,1,SANTANDER,Via urbana,1,-73.49956296,2019-01-06,SABANA DE TORRES,0,194
195,23966575,4.44877049,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,2,-75.24063726,2019-01-05,IBAGUÉ (CT),2,195
196,23966615,8.15869472,Enero,ATROPELLO,REPARAR VEHÍCULO EN VÍA PÚBLICA,POLICIA DE TRANSITO RURAL,1,ANTIOQUIA,Via Nacional,3,-76.72835064,2019-01-03,TURBO,2,196
197,23966679,4.56888547,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,2,-74.10086082,2019-01-03,BOGOTÁ D.C. (CT),2,197
198,23966681,10.93544924,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO URBANO,1,ATLÁNTICO,Via urbana,1,-74.81060987,2019-01-01,BARRANQUILLA (CT),0,198
199,23966700,1.81238867,Enero,ATROPELLO,OTRA.,POR INFORMACION POLICIVA,0,NARIÑO,Via Nacional - Paso Urbano,1,-78.76750309,2019-01-05,SAN ANDRES DE TUMACO,1,199
200,23966726,10.99640331,Enero,VOLCAMIENTO,FALTA DE PREVENCION ANTE ANIMALES EN LA VIA,POLICIA DE TRANSITO URBANO,0,ATLÁNTICO,Via urbana,2,-74.82148891,2019-01-05,BARRANQUILLA (CT),2,200
201,23966743,4.99456648,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Vias Rurales,3,-74.32571194,2019-01-05,LA VEGA,3,201
202,23966770,7.09893727,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,6,-73.11922781,2019-01-01,BUCARAMANGA (CT),6,202
203,23966899,4.17830922,Enero,-,-,POR INFORMACION POLICIVA,0,META,Via Nacional,2,-73.61375463,2019-01-05,VILLAVICENCIO (CT),2,203
204,23966930,4.55064737,Enero,VOLCAMIENTO,SUPERFICIE LISA,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,2,-74.15110714,2019-01-04,BOGOTÁ D.C. (CT),2,204
205,23967234,6.5258934,Enero,CHOQUE,ADELANTAR EN CURVA O PENDIENTES.,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Vias Rurales,1,-75.25049693,2019-01-05,SANTO DOMINGO,1,205
206,23967239,4.61828403,Enero,CHOQUE,SEMÁFORO EN ROJO,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,1,-74.10592586,2019-01-04,BOGOTÁ D.C. (CT),1,206
207,23967264,5.54416968,Enero,CHOQUE,OTRA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,BOYACÁ,Via urbana,1,-73.35544894,2019-01-03,TUNJA (CT),1,207
208,23967290,9.85274853,Enero,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO RURAL,0,MAGDALENA,Via Nacional - Paso Urbano,1,-74.23349728,2019-01-05,ARIGUANÍ,1,208
209,23967300,4.43651219,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,3,-75.19952973,2019-01-05,IBAGUÉ (CT),3,209
210,23967326,10.4648644,Enero,CHOQUE,CRUZAR EN DIAGONAL,POLICIA DE TRANSITO URBANO,0,CESAR,Via urbana,1,-73.25939764,2019-01-06,VALLEDUPAR (CT),1,210
211,23967335,10.40873132,Enero,-,-,POR DENUNCIA,0,BOLÍVAR,Via urbana,1,-75.55190443,2019-01-02,CARTAGENA (CT),1,211
212,23967344,4.62890098,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,1,-74.1234106,2019-01-04,BOGOTÁ D.C. (CT),1,212
213,23967350,4.77382065,Enero,ATROPELLO,OTRA.,POLICIA DE TRANSITO RURAL,1,CUNDINAMARCA,Via Nacional,2,-74.31806228,2019-01-05,MADRID,1,213
214,23967422,4.84773849,Enero,CHOQUE,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,1,-74.03041145,2019-01-05,CHÍA,1,214
215,23967433,4.43821296,Enero,ATROPELLO,OTRA.,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,1,-75.21739324,2019-01-05,IBAGUÉ (CT),1,215
216,23967445,7.07011139,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,1,-73.11400556,2019-01-04,FLORIDABLANCA,1,216
217,23967489,7.08670484,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,4,-73.0944308,2019-01-02,FLORIDABLANCA,4,217
218,23967510,4.68557626,Enero,VOLCAMIENTO,OTRA.,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,1,-74.09328047,2019-01-04,BOGOTÁ D.C. (CT),1,218
219,23967525,4.44281251,Enero,CHOQUE,NO RESPETAR PRELACIÓN.,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via urbana,1,-75.17447253,2019-01-06,IBAGUÉ (CT),1,219
220,23967570,4.40461398,Enero,CHOQUE,GIRAR BRUSCAMENTE,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via Nacional,1,-75.17997643,2019-01-02,IBAGUÉ (CT),1,220
221,23967584,7.11244826,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via Nacional - Paso Urbano,1,-73.22078565,2019-01-03,LEBRIJA,1,221
222,23967593,1.61723243,Enero,-,-,POR INFORMACION POLICIVA,1,CAQUETÁ,Vias Rurales,2,-75.62613191,2019-01-05,FLORENCIA (CT),1,222
223,23967609,6.39657152,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Via Nacional,2,-75.43773434,2019-01-01,GIRARDOTA,2,223
224,23967617,9.32217868,Enero,CHOQUE,DEJAR O MOVILIZAR SEMOVIENTES EN LA VÍA,POLICIA DE TRANSITO RURAL,0,CESAR,Via Nacional,1,-73.51777339,2019-01-05,CHIRIGUANÁ,1,224
225,23967620,6.14273755,Enero,ATROPELLO,TRANSITAR DISTANTE DE LA ACERA U ORILLA DE LA CALZADA.,POLICIA DE TRANSITO URBANO,1,ANTIOQUIA,Vias Rurales,1,-75.26370088,2019-01-05,EL SANTUARIO,0,225
226,23967642,4.44539478,Enero,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO RURAL,1,CUNDINAMARCA,Via urbana,1,-74.52301643,2019-01-04,VIOTÁ,0,226
227,23967727,6.07571815,Enero,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Vias Rurales,1,-75.22835829,2019-01-06,COCORNÁ,1,227
228,23967732,8.75876808,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,CÓRDOBA,Via urbana,3,-75.87999646,2019-01-06,MONTERÍA (CT),3,228
229,23967805,3.50132584,Enero,CHOQUE,NO HACER USO DE SEÑALES REFLECTIVAS O LUMINOSASS.,POLICIA DE TRANSITO RURAL,0,META,Via Nacional,1,-73.73114364,2019-01-06,GRANADA,1,229
230,23967825,8.75513629,Enero,CHOQUE,DESOBEDECER SEÑALES DE TRÁNSITO.,POLICIA DE TRANSITO URBANO,0,CÓRDOBA,Via urbana,1,-75.88329558,2019-01-06,MONTERÍA (CT),1,230
231,23967828,6.63308295,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO RURAL,0,SANTANDER,Via Nacional,1,-73.06929364,2019-01-06,CURITÍ,1,231
232,23967833,5.98743608,Enero,CHOQUE,ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO.,POLICIA DE TRANSITO RURAL,0,ANTIOQUIA,Via Nacional,1,-74.9212451,2019-01-06,SAN LUIS,1,232
233,23967843,4.41667582,Enero,CHOQUE,OTRA.,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via Nacional - Paso Urbano,2,-75.17603854,2019-01-02,IBAGUÉ (CT),2,233
234,23967875,4.8452583,Enero,CHOQUE,IMPERICIA EN EL MANEJO,POLICIA DE TRANSITO RURAL,2,CUNDINAMARCA,Via Nacional,2,-74.2657592,2019-01-06,EL ROSAL,0,234
235,23967909,4.64597986,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Vias Rurales,2,-74.43815014,2019-01-06,LA MESA,2,235
236,23968024,6.98031764,Enero,-,-,POR INFORMACION POLICIVA,0,SANTANDER,Via Nacional,1,-73.04558411,2019-01-06,PIEDECUESTA,1,236
237,23968183,2.57072975,Enero,ATROPELLO,IMPERICIA EN EL MANEJO,POR FISCALIA / CRUCE SPOA-SIEDCO,0,GUAVIARE,Via urbana,1,-72.63506847,2019-01-04,SAN JOSÉ DEL GUAVIARE (CT),1,237
238,23968264,4.80315698,Enero,CAIDA OCUPANTE,OTRA.,POR FISCALIA / CRUCE SPOA-SIEDCO,0,RISARALDA,Via urbana,1,-75.73708205,2019-01-02,PEREIRA (CT),1,238
239,23968277,1.314929,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,VAUPÉS,Vias Rurales,1,-70.226138,2019-01-05,MITÚ (CT),0,239
240,23968312,3.13550913,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,VALLE,Via urbana,1,-76.54255963,2019-01-05,JAMUNDÍ,0,240
241,23968425,4.27083733,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,TOLIMA,Via Nacional,1,-74.56282997,2019-01-06,MELGAR,1,241
242,23968454,6.17893471,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,ANTIOQUIA,Via Nacional - Paso Urbano,2,-75.59256676,2019-01-04,ITAGUI,1,242
243,23968503,5.30331756,Enero,VOLCAMIENTO,OTRA.,POLICIA DE TRANSITO RURAL,1,CASANARE,Via Nacional - Paso Urbano,1,-72.44633421,2019-01-07,YOPAL (CT),0,243
244,23968504,9.4446936,Enero,-,-,POR INFORMACION POLICIVA,1,SUCRE,Via urbana,2,-75.40686706,2019-01-06,TOLÚ VIEJO,1,244
245,23968549,6.26041813,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,ANTIOQUIA,Via urbana,1,-75.59009585,2019-01-02,MEDELLÍN (CT),0,245
246,23968605,6.25948806,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,ANTIOQUIA,Via urbana,2,-75.61824927,2019-01-06,MEDELLÍN (CT),1,246
247,23968664,4.85224438,Enero,-,-,POLICIA DE TRANSITO URBANO,0,TOLIMA,Via Nacional - Paso Urbano,5,-74.9104998,2019-01-06,LÉRIDA,5,247
248,23968676,4.30840827,Enero,CHOQUE,SUBIRSE AL ANDÉN O VÍAS PEATONALES O CICLO RUTAS.,POLICIA DE TRANSITO URBANO,1,CUNDINAMARCA,Via urbana,1,-74.30065338,2019-01-06,PASCA,0,248
249,23968774,11.1710851,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,1,MAGDALENA,Via Nacional - Paso Urbano,3,-74.23000919,2019-01-07,SANTA MARTA (CT),2,249
250,23968827,5.20846342,Enero,VOLCAMIENTO,SUPERFICIE LISA,POLICIA DE TRANSITO RURAL,0,TOLIMA,Via Nacional,1,-74.92389196,2019-01-06,MARIQUITA,1,250
251,23968840,6.23408834,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,ANTIOQUIA,Via urbana,2,-75.57634538,2019-01-01,MEDELLÍN (CT),1,251
252,23968876,5.92508167,Enero,CHOQUE,EXCESO DE VELOCIDAD,POLICIA DE TRANSITO URBANO,0,ANTIOQUIA,Via urbana,1,-75.67167166,2019-01-06,FREDONIA,1,252
253,23969033,1.22163324,Enero,VOLCAMIENTO,EMBRIAGUEZ APARENTE,POLICIA DE TRANSITO RURAL,1,NARIÑO,Via Nacional,1,-77.49326436,2019-01-06,CONSACA,0,253
254,23969087,4.575492,Enero,VOLCAMIENTO,SUPERFICIE LISA,POLICIA DE TRANSITO URBANO,0,CUNDINAMARCA,Via urbana,2,-74.12161959,2019-01-04,BOGOTÁ D.C. (CT),2,254
255,23969096,10.28909576,Enero,CHOQUE,DEJAR O MOVILIZAR SEMOVIENTES EN LA VÍA,POLICIA DE TRANSITO RURAL,0,CESAR,Vias Rurales,3,-73.39924341,2019-01-06,VALLEDUPAR (CT),3,255
256,23969151,4.75380169,Enero,VOLCAMIENTO,EXCESO DE VELOCIDAD,POLICIA DE TRANSITO URBANO,1,CUNDINAMARCA,Via urbana,1,-74.09059078,2019-01-06,BOGOTÁ D.C. (CT),0,256
257,23969181,8.05724854,Enero,VOLCAMIENTO,EXCESO EN HORAS DE CONDUCCIÓN.,POLICIA DE TRANSITO RURAL,0,NORTE DE SANTANDER,Via Nacional,3,-73.01519817,2019-01-05,VILLA CARO,3,257
258,23969255,7.91533465,Enero,-,-,POLICIA DE TRANSITO URBANO,1,NORTE DE SANTANDER,Via urbana,1,-72.50122467,2019-01-05,CÚCUTA (CT),0,258
259,23969280,4.53576325,Enero,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,POLICIA DE TRANSITO RURAL,0,CUNDINAMARCA,Via Nacional,1,-74.27278573,2019-01-06,SIBATÉ,1,259
260,23969443,7.08661434,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,0,SANTANDER,Via urbana,3,-73.10517037,2019-01-05,FLORIDABLANCA,3,260
261,23969478,6.26281038,Enero,ATROPELLO,IMPERICIA EN EL MANEJO,POLICIA DE TRANSITO RURAL,1,ANTIOQUIA,Vias Rurales,3,-75.44119934,2019-01-07,GUARNE,2,261
262,23969498,7.76156024,Enero,CHOQUE,NO RESPETAR PRELACIÓN.,POLICIA DE TRANSITO RURAL,1,NORTE DE SANTANDER,Via Nacional,3,-72.52929131,2019-01-06,LOS PATIOS,2,262
263,23969537,8.23575903,Enero,CHOQUE,HUECOS,POLICIA DE TRANSITO URBANO,0,NORTE DE SANTANDER,Via urbana,2,-73.35328525,2019-01-07,OCAÑA,2,263
264,23969544,5.63446895,Enero,ATROPELLO,CRUZAR SIN OBSERVAR,POLICIA DE TRANSITO RURAL,2,BOYACÁ,Via Nacional,3,-73.29430668,2019-01-07,OICATÁ,1,264
265,23969576,1.20760142,Enero,-,-,POR DENUNCIA,0,NARIÑO,Via urbana,1,-77.28804184,2019-01-06,PASTO (CT),1,265
266,23969635,5.05512862,Enero,CHOQUE,FALLAS EN LOS FRENOS,POLICIA DE TRANSITO URBANO,0,CALDAS,Via urbana,1,-75.51330876,2019-01-06,MANIZALES (CT),1,266
267,23969716,2.46795502,Enero,-,-,POR FISCALIA / CRUCE SPOA-SIEDCO,1,CAUCA,Vias Rurales,5,-77.23101646,2019-01-01,ARGELIA,4,267
